id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle,teamId
2045,Jitendra Patel,JM Patel,Ugandan,1945-11-26,false,true,,2838
2190,Christopher Chappell,CJD Chappell,Canadian,1955-07-17,false,true,,2838
2018,Asif Iqbal,Asif Iqbal,Indian,1943-06-06,false,true,,2839
2227,Javed Miandad,J Miandad,Pakistani,1957-06-12,true,true,LEG_SPIN,2839
2035,Sadiq Mohammad,Sadiq Mohammad,Indian,1945-05-03,false,true,,2839
2166,Haroon Rasheed,H Rasheed,Pakistani,1953-03-25,false,true,,2839
2070,Zaheer Abbas,Zaheer Abbas,Pakistani,1947-07-24,true,true,OFF_SPIN,2839
2231,Sikander Bakht,Sikander Bakht,Pakistani,1957-08-25,false,true,,2839
2088,Sarfraz Nawaz,Sarfraz Nawaz,Pakistani,1948-12-01,true,true,FAST_SEAM,2839
2056,Majid Khan,Majid Khan,Indian,1946-09-28,false,true,,2839
2202,Mudassar Nazar,Mudassar Nazar,Pakistani,1956-04-06,false,true,,2839
2158,Imran Khan,Imran Khan,Pakistani,1952-10-05,true,true,FAST_SEAM,2839
2080,Wasim Bari,Wasim Bari,Pakistani,1948-03-23,false,true,,2839
2194,Ian Botham,I Botham,English,1955-11-24,true,true,FAST_SEAM,2840
2004,Mike Brearley,JM Brearley,English,1942-04-28,false,true,,2840
2086,Michael Hendrick,M Hendrick,English,1948-10-22,false,true,,2840
2169,Graham Gooch,G Gooch,English,1953-07-23,true,true,MEDIUM_SEAM,2840
2089,Chris Old,CM Old,English,1948-12-22,false,true,,2840
2122,Derek Randall,DW Randall,English,1951-02-24,false,true,,2840
1996,Bob Taylor,RW Taylor,English,1941-07-17,false,true,,2840
2221,David Gower,D Gower,English,1957-04-01,true,false,OFF_SPIN,2840
2125,Philippe-Henri Edmonds,PH Edmonds,Zambian,1951-03-08,false,true,,2840
1983,Geoffrey Boycott,G Boycott,English,1940-10-21,true,true,MEDIUM_SEAM,2840
2096,Bob Willis,B Willis,English,1949-05-30,true,true,FAST_SEAM,2840
2113,Alan Hurst,AG Hurst,Australian,1950-07-15,false,true,,2841
2167,Gary Cosier,GJ Cosier,Australian,1953-04-25,false,true,,2841
2120,Trevor Laughlin,TJ Laughlin,Australian,1951-01-30,false,true,,2841
2153,Graham Yallop,GN Yallop,Australian,1952-10-07,false,true,,2841
2041,Geoffrey Dymock,G Dymock,Australian,1945-07-21,false,true,,2841
2204,Andrew Hilditch,AMJ Hilditch,Australian,1956-05-20,false,true,,2841
2124,Rodney Hogg,R Hogg,Australian,1951-03-05,true,true,FAST_SEAM,2841
2173,Kevin Wright,KJ Wright,Australian,1953-12-27,false,true,,2841
2174,Kim Hughes,KJ Hughes,Australian,1954-01-26,false,true,,2841
2224,Rick Darling,WM Darling,Australian,1957-05-01,false,true,,2841
2192,Allan Border,AR Border,Australian,1955-07-27,false,false,ORTHODOX,2841
2033,Srinivasaraghavan Venkataraghavan,S Venkataraghavan,Indian,1945-04-21,false,true,,2842
2100,Sunil Gavaskar,S Gavaskar,Indian,1949-07-10,true,true,MEDIUM_SEAM,2842
2116,Mohinder Amarnath,M Amarnath,Indian,1950-09-24,false,true,,2842
2150,Anshuman Gaekwad,AD Gaekwad,Indian,1952-09-23,false,true,,2842
2055,Bishan Bedi,B Bedi,Indian,1946-09-25,false,true,ORTHODOX,2842
2201,Dilip Vengsarkar,D Vengsarkar,Indian,1956-04-06,true,true,MEDIUM_SEAM,2842
2123,Karsan Ghavri,KD Ghavri,Indian,1951-02-28,false,true,,2842
2091,Gundappa Viswanath,G Viswanath,Indian,1949-02-12,true,true,LEG_SPIN,2842
2157,Brijesh Patel,BP Patel,Indian,1952-11-24,false,true,,2842
2206,Surinder Khanna,SC Khanna,Indian,1956-06-03,false,true,,2842
2256,Kapil Dev,Kapil Dev,Indian,1959-01-06,true,true,FAST_SEAM,2842
2017,Deryck Murray,DL Murray,Trinidadian,1943-05-20,false,true,,2843
2129,Gordon Greenidge,C Greenidge,West Indian,1951-05-01,true,true,MEDIUM_SEAM,2843
2161,Joel Garner,J Garner,West Indian,1952-12-16,true,true,FAST_SEAM,2843
2130,Collis King,CL King,Barbados,1951-06-11,false,true,,2843
2164,Colin Croft,CEH Croft,Guyanan,1953-03-15,false,true,,2843
2197,Desmond Haynes,D Haynes,West Indian,1956-02-15,true,true,,2843
2119,Andy Roberts,A Roberts,West Indian,1951-01-29,true,true,FAST_SEAM,2843
2028,Clive Lloyd,C Lloyd,West Indian,1944-08-31,true,false,MEDIUM_SEAM,2843
2140,Viv Richards,V Richards,West Indian,1952-03-07,true,true,MEDIUM_SEAM,2843
2093,Alvin Kallicharran,AI Kallicharran,Guyanan,1949-03-21,false,true,,2843
2176,Michael Holding,M Holding,West Indian,1954-02-16,true,true,FAST_SEAM,2843
2178,John Wright,J Wright,New Zealander,1954-07-05,true,false,MEDIUM_SEAM,2844
2068,Glenn Turner,GM Turner,New Zealander,1947-05-26,false,true,,2844
2133,Richard Hadlee,RJ Hadlee,New Zealander,1951-07-03,false,false,,2844
2103,Lance Cairns,BL Cairns,New Zealander,1949-10-10,false,true,,2844
2152,Gary Troup,GB Troup,New Zealander,1952-10-03,false,true,,2844
2027,Mark Burgess,MG Burgess,New Zealander,1944-07-17,false,true,,2844
2171,Brian McKechnie,BJ McKechnie,New Zealander,1953-11-06,false,true,,2844
2141,Warren Lees,WK Lees,New Zealander,1952-03-19,false,true,,2844
2143,Jeremy Coney,JV Coney,New Zealander,1952-06-21,false,true,,2844
2128,Geoff Howarth,GP Howarth,New Zealander,1951-03-29,false,true,,2844
2064,Warren Stott,LW Stott,English,1946-12-08,false,true,,2844
2163,Bandula Warnapura,B Warnapura,Sri Lankan,1953-03-01,false,true,,2845
2148,Duleep Mendis,LRD Mendis,Sri Lankan,1952-08-25,false,true,,2845
2006,Somachandra de Silva,DS de Silva,Sri Lankan,1942-06-11,false,true,,2845
2071,Tony Opatha,ARM Opatha,Sri Lankan,1947-08-05,false,true,,2845
2217,Stanley de Silva,DLS de Silva,Sri Lankan,1956-11-17,false,true,,2845
2058,Anura Tennekoon,APB Tennekoon,Sri Lankan,1946-10-29,false,true,,2845
2154,Roy Luke Dias,RL Dias,Sri Lankan,1952-10-18,false,true,,2845
2090,Sunil Wettimuny,SRD Wettimuny,Sri Lankan,1949-02-02,false,true,,2845
2189,Sunil Jayasinghe,SA Jayasinghe,Sri Lankan,1955-07-15,false,true,,2845
2302,Sudath Pasqual,SP Pasqual,Sri Lankan,1961-10-15,false,true,,2845
2160,Ajit de Silva,GRA de Silva,Sri Lankan,1952-12-12,false,true,,2845
2113,Alan Hurst,AG Hurst,Australian,1950-07-15,false,true,,2846
2069,Jeff Moss,JK Moss,Australian,1947-06-29,false,true,,2846
2167,Gary Cosier,GJ Cosier,Australian,1953-04-25,false,true,,2846
2183,Graeme Porter,GD Porter,Australian,1955-03-18,false,true,,2846
2153,Graham Yallop,GN Yallop,Australian,1952-10-07,false,true,,2846
2041,Geoffrey Dymock,G Dymock,Australian,1945-07-21,false,true,,2846
2204,Andrew Hilditch,AMJ Hilditch,Australian,1956-05-20,false,true,,2846
2173,Kevin Wright,KJ Wright,Australian,1953-12-27,false,true,,2846
2174,Kim Hughes,KJ Hughes,Australian,1954-01-26,false,true,,2846
2224,Rick Darling,WM Darling,Australian,1957-05-01,false,true,,2846
2192,Allan Border,AR Border,Australian,1955-07-27,false,false,ORTHODOX,2846
2145,Wasim Raja,W Raja,Pakistani,1952-07-03,false,true,,2847
2018,Asif Iqbal,Asif Iqbal,Indian,1943-06-06,false,true,,2847
2035,Sadiq Mohammad,Sadiq Mohammad,Indian,1945-05-03,false,true,,2847
2227,Javed Miandad,J Miandad,Pakistani,1957-06-12,true,true,LEG_SPIN,2847
2070,Zaheer Abbas,Zaheer Abbas,Pakistani,1947-07-24,true,true,OFF_SPIN,2847
2166,Haroon Rasheed,H Rasheed,Pakistani,1953-03-25,false,true,,2847
2231,Sikander Bakht,Sikander Bakht,Pakistani,1957-08-25,false,true,,2847
2056,Majid Khan,Majid Khan,Indian,1946-09-28,false,true,,2847
2202,Mudassar Nazar,Mudassar Nazar,Pakistani,1956-04-06,false,true,,2847
2158,Imran Khan,Imran Khan,Pakistani,1952-10-05,true,true,FAST_SEAM,2847
2080,Wasim Bari,Wasim Bari,Pakistani,1948-03-23,false,true,,2847
2194,Ian Botham,I Botham,English,1955-11-24,true,true,FAST_SEAM,2848
2004,Mike Brearley,JM Brearley,English,1942-04-28,false,true,,2848
2149,Geoffrey Miller,G Miller,English,1952-09-08,false,true,,2848
2086,Michael Hendrick,M Hendrick,English,1948-10-22,false,true,,2848
2169,Graham Gooch,G Gooch,English,1953-07-23,true,true,MEDIUM_SEAM,2848
2089,Chris Old,CM Old,English,1948-12-22,false,true,,2848
2122,Derek Randall,DW Randall,English,1951-02-24,false,true,,2848
1996,Bob Taylor,RW Taylor,English,1941-07-17,false,true,,2848
2221,David Gower,D Gower,English,1957-04-01,true,false,OFF_SPIN,2848
1983,Geoffrey Boycott,G Boycott,English,1940-10-21,true,true,MEDIUM_SEAM,2848
2096,Bob Willis,B Willis,English,1949-05-30,true,true,FAST_SEAM,2848
2097,Tariq Javed,Tariq Javed,Pakistani,1949-06-12,false,true,,2849
2243,Martin Stead,MP Stead,Canadian,1958-06-01,false,true,,2849
1972,Cecil Marshall,CA Marshall,Trinidadian,1939-09-13,false,true,,2849
2180,John Valentine,JN Valentine,Canadian,1954-09-20,false,true,,2849
2037,John Vaughan,JCB Vaughan,Barbados,1945-06-08,false,true,,2849
2053,Bryan Mauricette,BM Mauricette,St Lucian,1946-09-04,false,true,,2849
2118,Robert Callender,RG Callender,Barbados,1950-11-02,false,true,,2849
1977,Glenroy Sealy,GR Sealy,Barbados,1940-06-11,false,true,,2849
2074,Franklyn Dennis,FA Dennis,Jamaican,1947-09-26,false,true,,2849
2045,Jitendra Patel,JM Patel,Ugandan,1945-11-26,false,true,,2849
2190,Christopher Chappell,CJD Chappell,Canadian,1955-07-17,false,true,,2849
2033,Srinivasaraghavan Venkataraghavan,S Venkataraghavan,Indian,1945-04-21,false,true,,2850
2100,Sunil Gavaskar,S Gavaskar,Indian,1949-07-10,true,true,MEDIUM_SEAM,2850
2116,Mohinder Amarnath,M Amarnath,Indian,1950-09-24,false,true,,2850
2150,Anshuman Gaekwad,AD Gaekwad,Indian,1952-09-23,false,true,,2850
2055,Bishan Bedi,B Bedi,Indian,1946-09-25,false,true,ORTHODOX,2850
2201,Dilip Vengsarkar,D Vengsarkar,Indian,1956-04-06,true,true,MEDIUM_SEAM,2850
2091,Gundappa Viswanath,G Viswanath,Indian,1949-02-12,true,true,LEG_SPIN,2850
2123,Karsan Ghavri,KD Ghavri,Indian,1951-02-28,false,true,,2850
2157,Brijesh Patel,BP Patel,Indian,1952-11-24,false,true,,2850
2206,Surinder Khanna,SC Khanna,Indian,1956-06-03,false,true,,2850
2256,Kapil Dev,Kapil Dev,Indian,1959-01-06,true,true,FAST_SEAM,2850
2178,John Wright,J Wright,New Zealander,1954-07-05,true,false,MEDIUM_SEAM,2851
2068,Glenn Turner,GM Turner,New Zealander,1947-05-26,false,true,,2851
2133,Richard Hadlee,RJ Hadlee,New Zealander,1951-07-03,false,false,,2851
2103,Lance Cairns,BL Cairns,New Zealander,1949-10-10,false,true,,2851
2152,Gary Troup,GB Troup,New Zealander,1952-10-03,false,true,,2851
2073,John Morrison,JFM Morrison,New Zealander,1947-08-27,false,true,,2851
2218,Bruce Edgar,BA Edgar,New Zealander,1956-11-23,false,true,,2851
2027,Mark Burgess,MG Burgess,New Zealander,1944-07-17,false,true,,2851
2171,Brian McKechnie,BJ McKechnie,New Zealander,1953-11-06,false,true,,2851
2141,Warren Lees,WK Lees,New Zealander,1952-03-19,false,true,,2851
2143,Jeremy Coney,JV Coney,New Zealander,1952-06-21,false,true,,2851
2113,Alan Hurst,AG Hurst,Australian,1950-07-15,false,true,,2852
2167,Gary Cosier,GJ Cosier,Australian,1953-04-25,false,true,,2852
2183,Graeme Porter,GD Porter,Australian,1955-03-18,false,true,,2852
2153,Graham Yallop,GN Yallop,Australian,1952-10-07,false,true,,2852
2041,Geoffrey Dymock,G Dymock,Australian,1945-07-21,false,true,,2852
2124,Rodney Hogg,R Hogg,Australian,1951-03-05,true,true,FAST_SEAM,2852
2204,Andrew Hilditch,AMJ Hilditch,Australian,1956-05-20,false,true,,2852
2173,Kevin Wright,KJ Wright,Australian,1953-12-27,false,true,,2852
2174,Kim Hughes,KJ Hughes,Australian,1954-01-26,false,true,,2852
2224,Rick Darling,WM Darling,Australian,1957-05-01,false,true,,2852
2192,Allan Border,AR Border,Australian,1955-07-27,false,false,ORTHODOX,2852
2097,Tariq Javed,Tariq Javed,Pakistani,1949-06-12,false,true,,2853
2180,John Valentine,JN Valentine,Canadian,1954-09-20,false,true,,2853
2213,Cornelius Henry,CC Henry,St Lucian,1956-09-16,false,true,,2853
2053,Bryan Mauricette,BM Mauricette,St Lucian,1946-09-04,false,true,,2853
2037,John Vaughan,JCB Vaughan,Barbados,1945-06-08,false,true,,2853
2118,Robert Callender,RG Callender,Barbados,1950-11-02,false,true,,2853
1975,Showkat Baksh,S Baksh,Trinidadian,1940-03-15,false,true,,2853
1977,Glenroy Sealy,GR Sealy,Barbados,1940-06-11,false,true,,2853
2074,Franklyn Dennis,FA Dennis,Jamaican,1947-09-26,false,true,,2853
2045,Jitendra Patel,JM Patel,Ugandan,1945-11-26,false,true,,2853
2190,Christopher Chappell,CJD Chappell,Canadian,1955-07-17,false,true,,2853
2194,Ian Botham,I Botham,English,1955-11-24,true,true,FAST_SEAM,2854
2004,Mike Brearley,JM Brearley,English,1942-04-28,false,true,,2854
2086,Michael Hendrick,M Hendrick,English,1948-10-22,false,true,,2854
2169,Graham Gooch,G Gooch,English,1953-07-23,true,true,MEDIUM_SEAM,2854
2089,Chris Old,CM Old,English,1948-12-22,false,true,,2854
2122,Derek Randall,DW Randall,English,1951-02-24,false,true,,2854
1996,Bob Taylor,RW Taylor,English,1941-07-17,false,true,,2854
2221,David Gower,D Gower,English,1957-04-01,true,false,OFF_SPIN,2854
2125,Philippe-Henri Edmonds,PH Edmonds,Zambian,1951-03-08,false,true,,2854
1983,Geoffrey Boycott,G Boycott,English,1940-10-21,true,true,MEDIUM_SEAM,2854
2096,Bob Willis,B Willis,English,1949-05-30,true,true,FAST_SEAM,2854
2145,Wasim Raja,W Raja,Pakistani,1952-07-03,false,true,,2855
2018,Asif Iqbal,Asif Iqbal,Indian,1943-06-06,false,true,,2855
2035,Sadiq Mohammad,Sadiq Mohammad,Indian,1945-05-03,false,true,,2855
2227,Javed Miandad,J Miandad,Pakistani,1957-06-12,true,true,LEG_SPIN,2855
2070,Zaheer Abbas,Zaheer Abbas,Pakistani,1947-07-24,true,true,OFF_SPIN,2855
2166,Haroon Rasheed,H Rasheed,Pakistani,1953-03-25,false,true,,2855
2231,Sikander Bakht,Sikander Bakht,Pakistani,1957-08-25,false,true,,2855
2056,Majid Khan,Majid Khan,Indian,1946-09-28,false,true,,2855
2202,Mudassar Nazar,Mudassar Nazar,Pakistani,1956-04-06,false,true,,2855
2158,Imran Khan,Imran Khan,Pakistani,1952-10-05,true,true,FAST_SEAM,2855
2080,Wasim Bari,Wasim Bari,Pakistani,1948-03-23,false,true,,2855
2033,Srinivasaraghavan Venkataraghavan,S Venkataraghavan,Indian,1945-04-21,false,true,,2856
2100,Sunil Gavaskar,S Gavaskar,Indian,1949-07-10,true,true,MEDIUM_SEAM,2856
2116,Mohinder Amarnath,M Amarnath,Indian,1950-09-24,false,true,,2856
2150,Anshuman Gaekwad,AD Gaekwad,Indian,1952-09-23,false,true,,2856
2055,Bishan Bedi,B Bedi,Indian,1946-09-25,false,true,ORTHODOX,2856
2201,Dilip Vengsarkar,D Vengsarkar,Indian,1956-04-06,true,true,MEDIUM_SEAM,2856
2091,Gundappa Viswanath,G Viswanath,Indian,1949-02-12,true,true,LEG_SPIN,2856
2123,Karsan Ghavri,KD Ghavri,Indian,1951-02-28,false,true,,2856
2157,Brijesh Patel,BP Patel,Indian,1952-11-24,false,true,,2856
2206,Surinder Khanna,SC Khanna,Indian,1956-06-03,false,true,,2856
2256,Kapil Dev,Kapil Dev,Indian,1959-01-06,true,true,FAST_SEAM,2856
2163,Bandula Warnapura,B Warnapura,Sri Lankan,1953-03-01,false,true,,2857
2148,Duleep Mendis,LRD Mendis,Sri Lankan,1952-08-25,false,true,,2857
2261,Ranjan Madugalle,RS Madugalle,Sri Lankan,1959-04-22,false,true,,2857
2006,Somachandra de Silva,DS de Silva,Sri Lankan,1942-06-11,false,true,,2857
2071,Tony Opatha,ARM Opatha,Sri Lankan,1947-08-05,false,true,,2857
2135,Ranjan Gunatilleke,FRMD Gunatilleke,Sri Lankan,1951-08-15,false,true,,2857
2217,Stanley de Silva,DLS de Silva,Sri Lankan,1956-11-17,false,true,,2857
2090,Sunil Wettimuny,SRD Wettimuny,Sri Lankan,1949-02-02,false,true,,2857
2154,Roy Luke Dias,RL Dias,Sri Lankan,1952-10-18,false,true,,2857
2189,Sunil Jayasinghe,SA Jayasinghe,Sri Lankan,1955-07-15,false,true,,2857
2302,Sudath Pasqual,SP Pasqual,Sri Lankan,1961-10-15,false,true,,2857
2178,John Wright,J Wright,New Zealander,1954-07-05,true,false,MEDIUM_SEAM,2858
2068,Glenn Turner,GM Turner,New Zealander,1947-05-26,false,true,,2858
2133,Richard Hadlee,RJ Hadlee,New Zealander,1951-07-03,false,false,,2858
2103,Lance Cairns,BL Cairns,New Zealander,1949-10-10,false,true,,2858
2073,John Morrison,JFM Morrison,New Zealander,1947-08-27,false,true,,2858
2218,Bruce Edgar,BA Edgar,New Zealander,1956-11-23,false,true,,2858
2027,Mark Burgess,MG Burgess,New Zealander,1944-07-17,false,true,,2858
2171,Brian McKechnie,BJ McKechnie,New Zealander,1953-11-06,false,true,,2858
2141,Warren Lees,WK Lees,New Zealander,1952-03-19,false,true,,2858
2143,Jeremy Coney,JV Coney,New Zealander,1952-06-21,false,true,,2858
2112,Ewen Chatfield,E Chatfield,New Zealander,1950-07-03,true,true,MEDIUM_SEAM,2858
2129,Gordon Greenidge,C Greenidge,West Indian,1951-05-01,true,true,MEDIUM_SEAM,2859
2017,Deryck Murray,DL Murray,Trinidadian,1943-05-20,false,true,,2859
2161,Joel Garner,J Garner,West Indian,1952-12-16,true,true,FAST_SEAM,2859
2130,Collis King,CL King,Barbados,1951-06-11,false,true,,2859
2164,Colin Croft,CEH Croft,Guyanan,1953-03-15,false,true,,2859
2197,Desmond Haynes,D Haynes,West Indian,1956-02-15,true,true,,2859
2119,Andy Roberts,A Roberts,West Indian,1951-01-29,true,true,FAST_SEAM,2859
2140,Viv Richards,V Richards,West Indian,1952-03-07,true,true,MEDIUM_SEAM,2859
2028,Clive Lloyd,C Lloyd,West Indian,1944-08-31,true,false,MEDIUM_SEAM,2859
2093,Alvin Kallicharran,AI Kallicharran,Guyanan,1949-03-21,false,true,,2859
2176,Michael Holding,M Holding,West Indian,1954-02-16,true,true,FAST_SEAM,2859
2194,Ian Botham,I Botham,English,1955-11-24,true,true,FAST_SEAM,2860
2004,Mike Brearley,JM Brearley,English,1942-04-28,false,true,,2860
2086,Michael Hendrick,M Hendrick,English,1948-10-22,false,true,,2860
2169,Graham Gooch,G Gooch,English,1953-07-23,true,true,MEDIUM_SEAM,2860
2089,Chris Old,CM Old,English,1948-12-22,false,true,,2860
2122,Derek Randall,DW Randall,English,1951-02-24,false,true,,2860
2172,Wayne Larkins,W Larkins,English,1953-11-22,false,true,,2860
1996,Bob Taylor,RW Taylor,English,1941-07-17,false,true,,2860
2221,David Gower,D Gower,English,1957-04-01,true,false,OFF_SPIN,2860
1983,Geoffrey Boycott,G Boycott,English,1940-10-21,true,true,MEDIUM_SEAM,2860
2096,Bob Willis,B Willis,English,1949-05-30,true,true,FAST_SEAM,2860
2178,John Wright,J Wright,New Zealander,1954-07-05,true,false,MEDIUM_SEAM,2861
2068,Glenn Turner,GM Turner,New Zealander,1947-05-26,false,true,,2861
2133,Richard Hadlee,RJ Hadlee,New Zealander,1951-07-03,false,false,,2861
2103,Lance Cairns,BL Cairns,New Zealander,1949-10-10,false,true,,2861
2152,Gary Troup,GB Troup,New Zealander,1952-10-03,false,true,,2861
2218,Bruce Edgar,BA Edgar,New Zealander,1956-11-23,false,true,,2861
2027,Mark Burgess,MG Burgess,New Zealander,1944-07-17,false,true,,2861
2171,Brian McKechnie,BJ McKechnie,New Zealander,1953-11-06,false,true,,2861
2141,Warren Lees,WK Lees,New Zealander,1952-03-19,false,true,,2861
2143,Jeremy Coney,JV Coney,New Zealander,1952-06-21,false,true,,2861
2128,Geoff Howarth,GP Howarth,New Zealander,1951-03-29,false,true,,2861
2018,Asif Iqbal,Asif Iqbal,Indian,1943-06-06,false,true,,2862
2035,Sadiq Mohammad,Sadiq Mohammad,Indian,1945-05-03,false,true,,2862
2227,Javed Miandad,J Miandad,Pakistani,1957-06-12,true,true,LEG_SPIN,2862
2070,Zaheer Abbas,Zaheer Abbas,Pakistani,1947-07-24,true,true,OFF_SPIN,2862
2166,Haroon Rasheed,H Rasheed,Pakistani,1953-03-25,false,true,,2862
2231,Sikander Bakht,Sikander Bakht,Pakistani,1957-08-25,false,true,,2862
2056,Majid Khan,Majid Khan,Indian,1946-09-28,false,true,,2862
2088,Sarfraz Nawaz,Sarfraz Nawaz,Pakistani,1948-12-01,true,true,FAST_SEAM,2862
2202,Mudassar Nazar,Mudassar Nazar,Pakistani,1956-04-06,false,true,,2862
2158,Imran Khan,Imran Khan,Pakistani,1952-10-05,true,true,FAST_SEAM,2862
2080,Wasim Bari,Wasim Bari,Pakistani,1948-03-23,false,true,,2862
2129,Gordon Greenidge,C Greenidge,West Indian,1951-05-01,true,true,MEDIUM_SEAM,2863
2161,Joel Garner,J Garner,West Indian,1952-12-16,true,true,FAST_SEAM,2863
2017,Deryck Murray,DL Murray,Trinidadian,1943-05-20,false,true,,2863
2130,Collis King,CL King,Barbados,1951-06-11,false,true,,2863
2164,Colin Croft,CEH Croft,Guyanan,1953-03-15,false,true,,2863
2197,Desmond Haynes,D Haynes,West Indian,1956-02-15,true,true,,2863
2119,Andy Roberts,A Roberts,West Indian,1951-01-29,true,true,FAST_SEAM,2863
2140,Viv Richards,V Richards,West Indian,1952-03-07,true,true,MEDIUM_SEAM,2863
2028,Clive Lloyd,C Lloyd,West Indian,1944-08-31,true,false,MEDIUM_SEAM,2863
2093,Alvin Kallicharran,AI Kallicharran,Guyanan,1949-03-21,false,true,,2863
2176,Michael Holding,M Holding,West Indian,1954-02-16,true,true,FAST_SEAM,2863
2194,Ian Botham,I Botham,English,1955-11-24,true,true,FAST_SEAM,2864
2004,Mike Brearley,JM Brearley,English,1942-04-28,false,true,,2864
2086,Michael Hendrick,M Hendrick,English,1948-10-22,false,true,,2864
2169,Graham Gooch,G Gooch,English,1953-07-23,true,true,MEDIUM_SEAM,2864
2089,Chris Old,CM Old,English,1948-12-22,false,true,,2864
2122,Derek Randall,DW Randall,English,1951-02-24,false,true,,2864
2172,Wayne Larkins,W Larkins,English,1953-11-22,false,true,,2864
1996,Bob Taylor,RW Taylor,English,1941-07-17,false,true,,2864
2221,David Gower,D Gower,English,1957-04-01,true,false,OFF_SPIN,2864
2125,Philippe-Henri Edmonds,PH Edmonds,Zambian,1951-03-08,false,true,,2864
1983,Geoffrey Boycott,G Boycott,English,1940-10-21,true,true,MEDIUM_SEAM,2864
2129,Gordon Greenidge,C Greenidge,West Indian,1951-05-01,true,true,MEDIUM_SEAM,2865
2017,Deryck Murray,DL Murray,Trinidadian,1943-05-20,false,true,,2865
2161,Joel Garner,J Garner,West Indian,1952-12-16,true,true,FAST_SEAM,2865
2130,Collis King,CL King,Barbados,1951-06-11,false,true,,2865
2164,Colin Croft,CEH Croft,Guyanan,1953-03-15,false,true,,2865
2197,Desmond Haynes,D Haynes,West Indian,1956-02-15,true,true,,2865
